camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,critical_flag,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,score,grade,grade_date
50121035,787 COFFEE,Bronx,2430,3 AVENUE,10454,6466433458,Coffee/Tea,2023-11-03T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Compliance Inspection,40.808751350819,-73.930255880112,201.0,8.0,1900.0,,2.0,BX39,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",13.0,,
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2023-12-08T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,58.0,,
41423331,CHOP-STICKS RESTAURANT,Bronx,7718,21 AVENUE,,7182048119,Chinese,2022-04-04T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,09B,Thawing procedures improper.,6.0,A,2022-04-04T00:00:00.000
50084602,SAN MARCOS CAFE,Bronx,949 A&B,WESTCHESTER AVE,,9176881846,Latin American,2024-04-05T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,2.0,,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",,,
50044795,MONTESPINO RESTAURANT,Bronx,1309A,BRONX RIVER AVE,10472,9174718991,Latin American,2023-06-21T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.831649175063,-73.881451467714,209.0,17.0,5600.0,,2.0,BX08,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",24.0,,
41495141,EL CERRITO RESTAURANT,Bronx,11841186,ELDER AVENUE,,7183288553,Mexican,2024-05-31T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,11.0,A,2024-05-31T00:00:00.000
41423331,CHOP-STICKS RESTAURANT,Bronx,7718,21 AVENUE,,7182048119,Chinese,2023-05-30T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",6.0,A,2023-05-30T00:00:00.000
41541993,ESTRELLITA POBLANA II,Bronx,28192821,WHITE PLAINS ROAD,,7186547652,Mexican,2022-09-13T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",37.0,C,2022-09-13T00:00:00.000
40837042,MALECON RESTAURANT,Bronx,55925594,BROADWAY,,7184325155,Latin American,2025-01-09T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,02C,Hot TCS food item that has been cooked and cooled is being held for service without first being reheated to 165º F or above within 2 hours.,24.0,,
41584120,7 SPICES,Bronx,906908,E GUNHILL RD,,3473268646,Caribbean,2022-05-25T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,09C,Food contact surface not properly maintained.,4.0,A,2022-05-25T00:00:00.000
50104962,EMPANADAS RD,Bronx,1971,DR MARTIN L KING JR BLVE,,3477264990,Latin American,2021-08-12T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,2.0,,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,18.0,,
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2024-01-29T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Compliance Inspection,0.0,0.0,,,,,2.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",20.0,,
41308105,EMILIO'S PIZZA,Bronx,80,WEST KINGSRIDGE ROAD,,7185633665,Pizza,2024-01-30T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",11.0,A,2024-01-30T00:00:00.000
41558982,GOLDEN EAGLE RESTAURANT,Bronx,97579,MORRIS PARK AVENUE,,7188634028,American,2021-09-07T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,12.0,A,2021-09-07T00:00:00.000
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2023-12-08T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,58.0,,
50084602,SAN MARCOS CAFE,Bronx,949 A&B,WESTCHESTER AVE,,9176881846,Latin American,2023-04-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",24.0,B,2023-04-24T00:00:00.000
40837042,MALECON RESTAURANT,Bronx,55925594,BROADWAY,,7184325155,Latin American,2023-11-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12.0,A,2023-11-27T00:00:00.000
41211257,LA ISLA RESTAURANT,Bronx,276B,EAST 149 STREET,10451,7186653600,Latin American,2022-02-07T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.81729898454,-73.922468439951,201.0,17.0,6500.0,,2.0,BX34,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,33.0,,
50140702,DUNKIN,Bronx,71,MAJOR DEEGAN SOUTH,,5164727100,Coffee/Tea,2024-01-19T00:00:00.000,No violations were recorded at the time of this inspection.,Not Critical,2025-02-23T06:00:10.000,Administrative Miscellaneous / Initial Inspection,0.0,0.0,,,,,2.0,,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",,,
50106099,DQ Pizzeria,Bronx,2519C,WEBSTER AVE,10458,9179437902,Pizza,2023-10-27T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.861313495558,-73.891774134364,205.0,15.0,39902.0,,2.0,BX05,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,26.0,,
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2023-12-26T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",51.0,C,2023-12-26T00:00:00.000
50102205,CHUNG CHING,Bronx,26266,ALEXANDER AVE,,3479676666,Chinese,2024-02-01T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",23.0,,
50084602,SAN MARCOS CAFE,Bronx,949 A&B,WESTCHESTER AVE,,9176881846,Latin American,2024-11-14T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,20.0,B,2024-11-14T00:00:00.000
50156321,KENNEDY CHICKEN & GRILL,Bronx,13A,E TREMONT AVE,10453,7183950698,Chicken,2024-09-23T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.851644967725,-73.90894898009,205.0,14.0,24100.0,,2.0,BX41,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",9.0,,
41495141,EL CERRITO RESTAURANT,Bronx,11841186,ELDER AVENUE,,7183288553,Mexican,2022-05-02T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,6.0,,
40837042,MALECON RESTAURANT,Bronx,55925594,BROADWAY,,7184325155,Latin American,2022-03-24T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,5.0,,
50106840,SAZON STIZZY LLC,Bronx,126,W 238TH ST,10463,3475231971,Spanish,2024-03-27T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.883348147991,-73.897745042836,208.0,11.0,27900.0,,2.0,BX28,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",38.0,,
50043313,MASTER SMOOTHIE,Bronx,1219A,CASTLE HILL AVE,10462,7184848358,"Juice, Smoothies, Fruit Salads",2023-01-17T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.832440105926,-73.851171114075,209.0,18.0,9200.0,,2.0,BX59,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",9.0,A,2023-01-17T00:00:00.000
50137561,2 FISH AND CRUST,Bronx,3932B,WHITE PLAINS RD,10466,3476230932,Caribbean,2024-06-10T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,40.886625349363,-73.861103563961,212.0,12.0,39600.0,,2.0,BX44,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,20.0,N,
41423331,CHOP-STICKS RESTAURANT,Bronx,7718,21 AVENUE,,7182048119,Chinese,2024-10-15T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,7.0,A,2024-10-15T00:00:00.000
50102205,CHUNG CHING,Bronx,26266,ALEXANDER AVE,,3479676666,Chinese,2022-06-01T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Pre-permit (Operational) / Initial Inspection,0.0,0.0,,,,,2.0,,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,42.0,,
50044795,MONTESPINO RESTAURANT,Bronx,1309A,BRONX RIVER AVE,10472,9174718991,Latin American,2025-01-14T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.831649175063,-73.881451467714,209.0,17.0,5600.0,,2.0,BX08,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",26.0,,
50116753,JIMMY'S PIZZERIA,Bronx,1907,STORY AVE,10473,7182394333,Pizza,2025-01-28T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,40.824128412259,-73.859402618797,209.0,18.0,4200.0,,2.0,BX09,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,22.0,B,2025-01-28T00:00:00.000
50011499,SOUTH SIDE GOURMET SPANISH AND AMERICAN FOOD,Bronx,241B,NYC TERMINAL MARKET,,7184508480,Spanish,2023-04-13T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,04L,Evidence of mice or live mice in establishment's food or non-food areas.,20.0,N,
41305723,CANNELLE PATISSERIE,Bronx,7559,31 AVENUE,,7185656200,French,2025-02-19T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,2.0,,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",10.0,A,2025-02-19T00:00:00.000
50044795,MONTESPINO RESTAURANT,Bronx,1309A,BRONX RIVER AVE,10472,9174718991,Latin American,2022-05-13T00:00:00.000,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,40.831649175063,-73.881451467714,209.0,17.0,5600.0,,2.0,BX08,02B,Hot food item not held at or above 140º F.,50.0,,
41265902,VAN CORTLANDT GOLF COURSE,Bronx,0,VAM CORTLANDT PARK SOUTH,,7185434595,American,2023-06-28T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",7.0,A,2023-06-28T00:00:00.000
50044260,BURGER KING,Bronx,C16A,CONCOURSE PLAZA/161ST ST,,9174719288,Hamburgers,2023-08-11T00:00:00.000,Violations were cited in the following area(s).,Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",23.0,,
41305723,CANNELLE PATISSERIE,Bronx,7559,31 AVENUE,,7185656200,French,2022-02-24T00:00:00.000,Violations were cited in the following area(s).,Not Critical,2025-02-23T06:00:10.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,2.0,,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,9.0,A,2022-02-24T00:00:00.000
